vegetable,week_start,wholesale_price,retail_price
SNAKE GOURD,2001-12-31,8.2,29.4
BRINJALS,2002-01-07,10.8,37.83
CABBAGE,2002-01-07,7.0,34.47
CARROT,2002-01-07,33.2,55.22
LEEKS,2002-01-07,30.4,51.09
PUMPKIN,2002-01-07,13.5,29.87
SNAKE GOURD,2002-01-07,8.17,27.64
BRINJALS,2002-01-14,12.36,37.97
CABBAGE,2002-01-14,8.92,36.06
CARROT,2002-01-14,32.85,54.39
LEEKS,2002-01-14,28.55,47.97
PUMPKIN,2002-01-14,11.0,29.47
SNAKE GOURD,2002-01-14,10.0,30.18
BRINJALS,2002-01-21,11.5,39.13
CABBAGE,2002-01-21,8.6,35.75
CARROT,2002-01-21,30.0,50.54
LEEKS,2002-01-21,26.2,47.71
PUMPKIN,2002-01-21,9.0,28.89
SNAKE GOURD,2002-01-21,8.67,29.71
BRINJALS,2002-01-28,9.5,36.8
CABBAGE,2002-01-28,12.2,37.41
CARROT,2002-01-28,37.6,52.04
LEEKS,2002-01-28,33.0,50.81
PUMPKIN,2002-01-28,12.25,29.0
SNAKE GOURD,2002-01-28,10.5,29.5
BRINJALS,2002-02-04,7.2,33.74
CABBAGE,2002-02-04,8.9,35.58
CARROT,2002-02-04,32.8,51.04
LEEKS,2002-02-04,30.4,50.21
PUMPKIN,2002-02-04,10.0,28.36
SNAKE GOURD,2002-02-04,11.44,30.0
BRINJALS,2002-02-11,7.0,32.29
CABBAGE,2002-02-11,8.0,33.48
CARROT,2002-02-11,33.0,51.3
LEEKS,2002-02-11,26.0,47.95
PUMPKIN,2002-02-11,10.34,28.52
SNAKE GOURD,2002-02-11,9.63,29.93
BRINJALS,2002-02-18,12.14,31.71
CABBAGE,2002-02-18,8.67,34.05
CARROT,2002-02-18,32.2,52.18
LEEKS,2002-02-18,28.25,48.18
PUMPKIN,2002-02-18,13.57,28.06
SNAKE GOURD,2002-02-18,13.33,30.08
BRINJALS,2002-02-25,12.0,33.66
CABBAGE,2002-02-25,10.11,34.83
CARROT,2002-02-25,36.11,53.63
LEEKS,2002-02-25,27.78,45.37
PUMPKIN,2002-02-25,14.14,31.16
SNAKE GOURD,2002-02-25,14.75,30.24
BRINJALS,2002-03-04,9.6,30.59
CABBAGE,2002-03-04,8.63,30.97
CARROT,2002-03-04,36.14,55.45
LEEKS,2002-03-04,25.63,47.78
PUMPKIN,2002-03-04,14.17,30.21
SNAKE GOURD,2002-03-04,13.11,28.97
BRINJALS,2002-03-11,9.0,31.54
CABBAGE,2002-03-11,9.5,32.0
CARROT,2002-03-11,38.45,53.81
LEEKS,2002-03-11,25.27,45.39
PUMPKIN,2002-03-11,13.22,32.1
SNAKE GOURD,2002-03-11,12.56,30.4
BRINJALS,2002-03-18,6.0,28.67
CABBAGE,2002-03-18,12.91,34.11
CARROT,2002-03-18,38.11,53.79
LEEKS,2002-03-18,33.09,47.95
PUMPKIN,2002-03-18,15.11,32.53
SNAKE GOURD,2002-03-18,13.5,29.62
BRINJALS,2002-03-25,9.18,27.75
CABBAGE,2002-03-25,9.1,30.41
CARROT,2002-03-25,34.44,53.4
LEEKS,2002-03-25,28.89,47.7
PUMPKIN,2002-03-25,13.67,33.58
SNAKE GOURD,2002-03-25,11.27,28.16
BRINJALS,2002-04-01,14.33,33.2
CABBAGE,2002-04-01,9.67,31.74
CARROT,2002-04-01,33.0,48.4
LEEKS,2002-04-01,25.46,44.34
PUMPKIN,2002-04-01,12.88,35.56
SNAKE GOURD,2002-04-01,11.27,27.9
BRINJALS,2002-04-08,22.17,41.95
CABBAGE,2002-04-08,10.0,36.61
CARROT,2002-04-08,37.0,59.49
LEEKS,2002-04-08,32.0,52.44
PUMPKIN,2002-04-08,13.0,37.25
SNAKE GOURD,2002-04-08,9.6,29.26
BRINJALS,2002-04-15,18.2,37.76
CABBAGE,2002-04-15,7.8,30.57
CARROT,2002-04-15,35.6,54.98
LEEKS,2002-04-15,24.67,44.22
PUMPKIN,2002-04-15,9.0,33.43
SNAKE GOURD,2002-04-15,15.4,29.43
BRINJALS,2002-04-22,18.2,37.76
CABBAGE,2002-04-22,7.8,30.57
CARROT,2002-04-22,35.6,54.98
LEEKS,2002-04-22,24.67,44.22
PUMPKIN,2002-04-22,9.0,33.43
SNAKE GOURD,2002-04-22,15.4,29.43
BRINJALS,2002-04-29,22.73,41.4
CABBAGE,2002-04-29,13.64,35.23
CARROT,2002-04-29,39.5,57.39
LEEKS,2002-04-29,32.33,51.73
PUMPKIN,2002-04-29,11.33,33.53
SNAKE GOURD,2002-04-29,16.8,35.31
BRINJALS,2002-05-06,29.15,51.55
CABBAGE,2002-05-06,22.73,47.38
CARROT,2002-05-06,50.5,78.51
LEEKS,2002-05-06,35.4,56.22
PUMPKIN,2002-05-06,12.91,33.54
SNAKE GOURD,2002-05-06,21.09,40.03
BRINJALS,2002-05-13,28.0,50.89
CABBAGE,2002-05-13,27.64,52.76
CARROT,2002-05-13,50.3,71.87
LEEKS,2002-05-13,37.2,61.54
PUMPKIN,2002-05-13,10.44,31.37
SNAKE GOURD,2002-05-13,22.8,42.61
BRINJALS,2002-05-20,31.0,60.63
CABBAGE,2002-05-20,30.45,59.31
CARROT,2002-05-20,54.5,90.53
LEEKS,2002-05-20,38.33,65.77
PUMPKIN,2002-05-20,8.8,32.06
SNAKE GOURD,2002-05-20,20.63,42.92
BRINJALS,2002-05-27,25.5,57.19
CABBAGE,2002-05-27,31.7,68.58
CARROT,2002-05-27,57.7,88.18
LEEKS,2002-05-27,44.6,71.06
PUMPKIN,2002-05-27,9.7,30.03
SNAKE GOURD,2002-05-27,19.44,43.22
BRINJALS,2002-06-03,24.2,45.05
CABBAGE,2002-06-03,26.88,59.54
CARROT,2002-06-03,52.22,76.57
LEEKS,2002-06-03,37.22,66.83
PUMPKIN,2002-06-03,8.63,29.31
SNAKE GOURD,2002-06-03,19.63,39.92
BRINJALS,2002-06-10,28.18,56.94
CABBAGE,2002-06-10,23.73,61.28
CARROT,2002-06-10,57.09,78.13
LEEKS,2002-06-10,48.09,75.32
PUMPKIN,2002-06-10,8.57,29.15
SNAKE GOURD,2002-06-10,19.82,38.1
BRINJALS,2002-06-17,29.78,56.94
CABBAGE,2002-06-17,29.56,61.28
CARROT,2002-06-17,56.67,78.13
LEEKS,2002-06-17,42.7,75.32
PUMPKIN,2002-06-17,9.0,29.15
SNAKE GOURD,2002-06-17,19.3,38.1
BRINJALS,2002-06-24,28.0,54.61
CABBAGE,2002-06-24,27.9,59.17
CARROT,2002-06-24,40.56,72.18
LEEKS,2002-06-24,44.8,67.8
PUMPKIN,2002-06-24,11.38,30.6
SNAKE GOURD,2002-06-24,19.22,40.07
BRINJALS,2002-07-01,22.5,46.9
CABBAGE,2002-07-01,25.36,58.76
CARROT,2002-07-01,32.64,54.02
LEEKS,2002-07-01,36.44,57.42
PUMPKIN,2002-07-01,14.0,30.19
SNAKE GOURD,2002-07-01,17.0,36.58
BRINJALS,2002-07-08,25.84,47.72
CABBAGE,2002-07-08,24.5,55.25
CARROT,2002-07-08,29.37,58.33
LEEKS,2002-07-08,32.0,57.98
PUMPKIN,2002-07-08,13.9,32.2
SNAKE GOURD,2002-07-08,16.3,37.23
BRINJALS,2002-07-15,20.82,40.3
CABBAGE,2002-07-15,24.42,52.22
CARROT,2002-07-15,27.09,47.86
LEEKS,2002-07-15,32.22,57.02
PUMPKIN,2002-07-15,16.18,32.44
SNAKE GOURD,2002-07-15,15.27,31.64
BRINJALS,2002-07-22,19.6,45.76
CABBAGE,2002-07-22,23.5,52.14
CARROT,2002-07-22,25.0,46.18
LEEKS,2002-07-22,30.6,48.9
PUMPKIN,2002-07-22,14.5,35.64
SNAKE GOURD,2002-07-22,15.0,32.67
BRINJALS,2002-07-29,17.5,42.07
CABBAGE,2002-07-29,19.73,49.17
CARROT,2002-07-29,20.34,42.0
LEEKS,2002-07-29,23.3,46.72
PUMPKIN,2002-07-29,15.0,33.08
SNAKE GOURD,2002-07-29,12.84,29.98
BRINJALS,2002-08-05,17.22,42.95
CABBAGE,2002-08-05,20.63,48.87
CARROT,2002-08-05,21.78,44.39
LEEKS,2002-08-05,26.33,48.8
PUMPKIN,2002-08-05,15.22,32.51
SNAKE GOURD,2002-08-05,10.9,30.19
BRINJALS,2002-08-12,17.08,39.93
CABBAGE,2002-08-12,21.75,49.0
CARROT,2002-08-12,17.0,39.74
LEEKS,2002-08-12,26.36,46.34
PUMPKIN,2002-08-12,14.27,29.11
SNAKE GOURD,2002-08-12,9.0,25.05
BRINJALS,2002-08-19,18.3,38.12
CABBAGE,2002-08-19,21.55,48.14
CARROT,2002-08-19,17.67,38.75
LEEKS,2002-08-19,21.82,43.11
PUMPKIN,2002-08-19,12.3,30.36
SNAKE GOURD,2002-08-19,8.33,25.24
BRINJALS,2002-08-26,18.2,41.72
CABBAGE,2002-08-26,19.67,45.14
CARROT,2002-08-26,17.4,36.63
LEEKS,2002-08-26,21.0,41.12
PUMPKIN,2002-08-26,14.37,31.73
SNAKE GOURD,2002-08-26,8.05,23.66
BRINJALS,2002-09-02,20.34,43.08
CABBAGE,2002-09-02,20.27,46.83
CARROT,2002-09-02,20.27,38.98
LEEKS,2002-09-02,19.82,39.78
PUMPKIN,2002-09-02,12.75,30.19
SNAKE GOURD,2002-09-02,8.92,24.95
BRINJALS,2002-09-09,20.42,43.224999999999994
CABBAGE,2002-09-09,19.865,47.01
CARROT,2002-09-09,20.405,39.215
LEEKS,2002-09-09,21.245,40.870000000000005
PUMPKIN,2002-09-09,12.555,30.28
SNAKE GOURD,2002-09-09,10.005,24.625
BRINJALS,2002-09-16,20.5,43.37
CABBAGE,2002-09-16,19.46,47.19
CARROT,2002-09-16,20.54,39.45
LEEKS,2002-09-16,22.67,41.96
PUMPKIN,2002-09-16,12.36,30.37
SNAKE GOURD,2002-09-16,11.09,24.3
BRINJALS,2002-09-23,21.0,42.06
CABBAGE,2002-09-23,18.5,45.17
CARROT,2002-09-23,18.09,39.04
LEEKS,2002-09-23,19.67,41.06
PUMPKIN,2002-09-23,12.3,30.02
SNAKE GOURD,2002-09-23,11.45,25.79
BRINJALS,2002-09-30,19.11,45.29
CABBAGE,2002-09-30,16.73,42.51
CARROT,2002-09-30,17.64,37.9
LEEKS,2002-09-30,19.4,38.47
PUMPKIN,2002-09-30,12.82,29.8
SNAKE GOURD,2002-09-30,10.46,25.6
BRINJALS,2002-10-07,20.09,43.42
CABBAGE,2002-10-07,13.4,41.13
CARROT,2002-10-07,17.74,37.2
LEEKS,2002-10-07,18.6,38.4
PUMPKIN,2002-10-07,12.7,29.17
SNAKE GOURD,2002-10-07,11.34,27.43
BRINJALS,2002-10-14,21.25,42.95
CABBAGE,2002-10-14,16.1,40.35
CARROT,2002-10-14,19.09,37.55
LEEKS,2002-10-14,20.18,39.98
PUMPKIN,2002-10-14,12.36,31.7
SNAKE GOURD,2002-10-14,11.84,29.3
BRINJALS,2002-10-21,19.83,44.49
CABBAGE,2002-10-21,14.09,41.09
CARROT,2002-10-21,19.25,43.78
LEEKS,2002-10-21,15.84,40.22
PUMPKIN,2002-10-21,13.58,33.21
SNAKE GOURD,2002-10-21,11.6,28.73
BRINJALS,2002-10-28,21.33,43.57
CABBAGE,2002-10-28,11.45,39.53
CARROT,2002-10-28,21.56,43.87
LEEKS,2002-10-28,16.09,42.96
PUMPKIN,2002-10-28,14.9,34.3
SNAKE GOURD,2002-10-28,12.18,30.73
BRINJALS,2002-11-04,18.83,43.15
CABBAGE,2002-11-04,10.17,38.07
CARROT,2002-11-04,18.4,41.64
LEEKS,2002-11-04,15.1,38.91
PUMPKIN,2002-11-04,14.64,34.09
SNAKE GOURD,2002-11-04,11.37,29.89
BRINJALS,2002-11-11,19.1,41.45
CABBAGE,2002-11-11,10.91,35.66
CARROT,2002-11-11,25.1,43.19
LEEKS,2002-11-11,14.36,38.09
PUMPKIN,2002-11-11,12.5,33.07
SNAKE GOURD,2002-11-11,9.1,28.23
BRINJALS,2002-11-18,21.09,44.42
CABBAGE,2002-11-18,12.0,39.68
CARROT,2002-11-18,36.0,50.68
LEEKS,2002-11-18,11.7,38.64
PUMPKIN,2002-11-18,14.4,34.93
SNAKE GOURD,2002-11-18,13.55,29.88
BRINJALS,2002-11-25,27.0,52.55
CABBAGE,2002-11-25,18.91,45.04
CARROT,2002-11-25,46.2,66.23
LEEKS,2002-11-25,19.5,43.16
PUMPKIN,2002-11-25,11.91,34.13
SNAKE GOURD,2002-11-25,17.34,34.46
BRINJALS,2002-12-02,28.37,58.5
CABBAGE,2002-12-02,15.18,45.5
CARROT,2002-12-02,42.3,64.82
LEEKS,2002-12-02,15.0,39.72
PUMPKIN,2002-12-02,8.8,31.29
SNAKE GOURD,2002-12-02,13.2,32.91
BRINJALS,2002-12-09,26.0,56.56
CABBAGE,2002-12-09,13.75,41.72
CARROT,2002-12-09,48.91,69.39
LEEKS,2002-12-09,18.55,41.11
PUMPKIN,2002-12-09,8.6,29.2
SNAKE GOURD,2002-12-09,13.36,33.7
BRINJALS,2002-12-16,28.0,58.31
CABBAGE,2002-12-16,10.9,41.07
CARROT,2002-12-16,43.8,68.49
LEEKS,2002-12-16,16.0,41.44
PUMPKIN,2002-12-16,8.0,28.04
SNAKE GOURD,2002-12-16,14.1,34.76
BRINJALS,2002-12-23,54.0,95.63
CABBAGE,2002-12-23,22.33,56.12
CARROT,2002-12-23,74.22,108.61
LEEKS,2002-12-23,29.0,58.63
PUMPKIN,2002-12-23,8.4,30.1
SNAKE GOURD,2002-12-23,25.6,43.59
BRINJALS,2002-12-30,44.64,71.87
CABBAGE,2002-12-30,26.4,53.74
CARROT,2002-12-30,69.7,82.67
LEEKS,2002-12-30,29.0,50.97
PUMPKIN,2002-12-30,7.78,27.4
SNAKE GOURD,2002-12-30,23.7,41.61
BRINJALS,2003-01-06,39.13,75.14
CABBAGE,2003-01-06,29.5,57.72
CARROT,2003-01-06,64.22,84.87
LEEKS,2003-01-06,26.3,52.49
PUMPKIN,2003-01-06,6.6,29.28
SNAKE GOURD,2003-01-06,22.9,41.53
BRINJALS,2003-01-13,19.5,55.93
CABBAGE,2003-01-13,28.4,63.67
CARROT,2003-01-13,45.6,79.77
LEEKS,2003-01-13,29.33,56.44
PUMPKIN,2003-01-13,6.3,29.02
SNAKE GOURD,2003-01-13,18.0,43.83
BRINJALS,2003-01-20,22.67,47.45
CABBAGE,2003-01-20,24.5,58.65
CARROT,2003-01-20,54.5,76.33
LEEKS,2003-01-20,28.2,50.07
PUMPKIN,2003-01-20,8.6,26.09
SNAKE GOURD,2003-01-20,22.2,42.41
BRINJALS,2003-01-27,18.78,45.91
CABBAGE,2003-01-27,26.82,57.38
CARROT,2003-01-27,47.82,80.39
LEEKS,2003-01-27,21.64,47.66
PUMPKIN,2003-01-27,7.82,23.73
SNAKE GOURD,2003-01-27,21.4,42.98
BRINJALS,2003-02-03,18.27,37.95
CABBAGE,2003-02-03,28.27,53.28
CARROT,2003-02-03,40.0,63.73
LEEKS,2003-02-03,24.73,44.58
PUMPKIN,2003-02-03,7.11,24.23
SNAKE GOURD,2003-02-03,16.86,40.02
BRINJALS,2003-02-10,17.64,37.75
CABBAGE,2003-02-10,25.45,53.0
CARROT,2003-02-10,51.0,72.13
LEEKS,2003-02-10,21.9,47.45
PUMPKIN,2003-02-10,8.6,25.57
SNAKE GOURD,2003-02-10,18.78,36.86
BRINJALS,2003-02-17,14.55,37.5
CABBAGE,2003-02-17,26.42,57.28
CARROT,2003-02-17,48.18,70.0
LEEKS,2003-02-17,20.27,40.94
PUMPKIN,2003-02-17,7.9,26.5
SNAKE GOURD,2003-02-17,17.1,36.68
BRINJALS,2003-02-24,19.45,41.09
CABBAGE,2003-02-24,27.7,49.19
CARROT,2003-02-24,50.46,69.8
LEEKS,2003-02-24,19.7,41.07
PUMPKIN,2003-02-24,7.1,26.41
SNAKE GOURD,2003-02-24,16.18,34.53
BRINJALS,2003-03-03,19.25,39.78
CABBAGE,2003-03-03,28.0,52.29
CARROT,2003-03-03,38.5,70.2
LEEKS,2003-03-03,19.4,42.2
PUMPKIN,2003-03-03,7.8,27.83
SNAKE GOURD,2003-03-03,15.73,32.63
BRINJALS,2003-03-10,18.09,36.53
CABBAGE,2003-03-10,20.0,37.23
CARROT,2003-03-10,30.42,47.81
LEEKS,2003-03-10,17.84,31.96
PUMPKIN,2003-03-10,7.09,26.86
SNAKE GOURD,2003-03-10,12.5,30.09
BRINJALS,2003-03-17,13.37,32.09
CABBAGE,2003-03-17,16.7,37.0
CARROT,2003-03-17,33.0,50.06
LEEKS,2003-03-17,19.0,34.42
PUMPKIN,2003-03-17,10.6,27.72
SNAKE GOURD,2003-03-17,11.1,28.91
BRINJALS,2003-03-24,15.8,32.24
CABBAGE,2003-03-24,18.2,37.8
CARROT,2003-03-24,35.0,50.12
LEEKS,2003-03-24,23.09,35.56
PUMPKIN,2003-03-24,7.6,25.59
SNAKE GOURD,2003-03-24,11.2,29.38
BRINJALS,2003-03-31,25.5,44.6
CABBAGE,2003-03-31,19.0,39.32
CARROT,2003-03-31,30.0,48.38
LEEKS,2003-03-31,19.0,34.96
PUMPKIN,2003-03-31,8.25,26.42
SNAKE GOURD,2003-03-31,10.84,25.82
BRINJALS,2003-04-07,30.83,45.81
CABBAGE,2003-04-07,15.0,39.0
CARROT,2003-04-07,26.0,47.33
LEEKS,2003-04-07,18.5,34.6
PUMPKIN,2003-04-07,9.0,26.2
SNAKE GOURD,2003-04-07,10.33,25.5
BRINJALS,2003-04-14,13.0,38.19
CABBAGE,2003-04-14,20.0,40.96
CARROT,2003-04-14,25.75,47.0
LEEKS,2003-04-14,18.75,38.59
PUMPKIN,2003-04-14,9.0,26.85
SNAKE GOURD,2003-04-14,10.4,27.12
BRINJALS,2003-04-21,11.0,37.17
CABBAGE,2003-04-21,17.09,39.45
CARROT,2003-04-21,26.67,47.6
LEEKS,2003-04-21,19.67,39.3
PUMPKIN,2003-04-21,8.75,27.11
SNAKE GOURD,2003-04-21,10.34,30.33
BRINJALS,2003-04-28,13.0,39.84
CABBAGE,2003-04-28,18.25,40.67
CARROT,2003-04-28,26.67,43.81
LEEKS,2003-04-28,19.67,40.31
PUMPKIN,2003-04-28,8.55,26.07
SNAKE GOURD,2003-04-28,15.27,35.18
BRINJALS,2003-05-05,20.92,44.02
CABBAGE,2003-05-05,18.59,44.28
CARROT,2003-05-05,26.25,48.96
LEEKS,2003-05-05,23.67,42.26
PUMPKIN,2003-05-05,9.25,27.29
SNAKE GOURD,2003-05-05,15.5,32.89
BRINJALS,2003-05-12,19.34,48.78
CABBAGE,2003-05-12,22.57,46.73
CARROT,2003-05-12,23.29,53.04
LEEKS,2003-05-12,23.64,47.74
PUMPKIN,2003-05-12,8.0,27.37
SNAKE GOURD,2003-05-12,15.0,36.59
BRINJALS,2003-05-19,25.0,52.74
CABBAGE,2003-05-19,27.59,49.76
CARROT,2003-05-19,39.5,57.07
LEEKS,2003-05-19,39.58,55.64
PUMPKIN,2003-05-19,10.0,28.37
SNAKE GOURD,2003-05-19,18.84,38.0
BRINJALS,2003-05-26,24.59,46.71
CABBAGE,2003-05-26,26.25,50.16
CARROT,2003-05-26,35.0,54.61
LEEKS,2003-05-26,29.67,54.5
PUMPKIN,2003-05-26,8.5,26.67
SNAKE GOURD,2003-05-26,14.5,35.4
BRINJALS,2003-06-02,19.6,47.84
CABBAGE,2003-06-02,18.7,47.33
CARROT,2003-06-02,35.64,55.72
LEEKS,2003-06-02,36.09,51.57
PUMPKIN,2003-06-02,8.4,25.82
SNAKE GOURD,2003-06-02,11.2,33.24
BRINJALS,2003-06-09,19.6,52.09
CABBAGE,2003-06-09,18.7,49.27
CARROT,2003-06-09,35.64,61.94
LEEKS,2003-06-09,36.09,58.88
PUMPKIN,2003-06-09,8.4,28.71
SNAKE GOURD,2003-06-09,11.2,34.94
BRINJALS,2003-06-16,22.92,44.32
CABBAGE,2003-06-16,15.67,43.02
CARROT,2003-06-16,33.42,55.13
LEEKS,2003-06-16,33.75,52.8
PUMPKIN,2003-06-16,8.58,27.1
SNAKE GOURD,2003-06-16,12.25,32.28
BRINJALS,2003-06-23,23.37,41.98
CABBAGE,2003-06-23,13.27,40.76
CARROT,2003-06-23,27.28,53.32
LEEKS,2003-06-23,27.73,49.32
PUMPKIN,2003-06-23,8.0,28.55
SNAKE GOURD,2003-06-23,11.09,33.3
BRINJALS,2003-06-30,20.54,41.34
CABBAGE,2003-06-30,10.25,36.55
CARROT,2003-06-30,28.13,51.47
LEEKS,2003-06-30,29.79,49.31
PUMPKIN,2003-06-30,9.54,29.01
SNAKE GOURD,2003-06-30,7.25,30.91
BRINJALS,2003-07-07,27.83,46.42
CABBAGE,2003-07-07,10.25,39.36
CARROT,2003-07-07,30.21,52.6
LEEKS,2003-07-07,30.21,55.25
PUMPKIN,2003-07-07,9.33,30.23
SNAKE GOURD,2003-07-07,9.0,35.02
BRINJALS,2003-07-14,21.84,43.98
CABBAGE,2003-07-14,8.79,37.24
CARROT,2003-07-14,27.29,50.81
LEEKS,2003-07-14,27.5,53.31
PUMPKIN,2003-07-14,9.0,29.83
SNAKE GOURD,2003-07-14,9.08,32.67
BRINJALS,2003-07-21,20.75,44.22
CABBAGE,2003-07-21,8.8,34.98
CARROT,2003-07-21,26.13,47.06
LEEKS,2003-07-21,30.0,47.76
PUMPKIN,2003-07-21,9.17,26.76
SNAKE GOURD,2003-07-21,8.25,30.98
BRINJALS,2003-07-28,16.78,44.76
CABBAGE,2003-07-28,7.28,34.21
CARROT,2003-07-28,25.0,46.91
LEEKS,2003-07-28,27.0,48.87
PUMPKIN,2003-07-28,10.67,26.38
SNAKE GOURD,2003-07-28,8.11,28.12
BRINJALS,2003-08-04,14.67,43.06
CABBAGE,2003-08-04,7.63,37.65
CARROT,2003-08-04,24.38,46.42
LEEKS,2003-08-04,28.34,48.94
PUMPKIN,2003-08-04,10.21,26.08
SNAKE GOURD,2003-08-04,8.92,32.69
BRINJALS,2003-08-11,15.22,40.19
CABBAGE,2003-08-11,10.0,34.89
CARROT,2003-08-11,19.28,43.42
LEEKS,2003-08-11,29.72,47.54
PUMPKIN,2003-08-11,10.16,25.94
SNAKE GOURD,2003-08-11,9.0,28.57
BRINJALS,2003-08-18,17.78,47.49
CABBAGE,2003-08-18,10.0,38.81
CARROT,2003-08-18,21.61,46.84
LEEKS,2003-08-18,31.05,49.29
PUMPKIN,2003-08-18,10.83,29.45
SNAKE GOURD,2003-08-18,10.67,34.61
BRINJALS,2003-08-25,19.63,47.17
CABBAGE,2003-08-25,9.0,36.76
CARROT,2003-08-25,22.04,43.51
LEEKS,2003-08-25,32.59,50.61
PUMPKIN,2003-08-25,11.25,27.31
SNAKE GOURD,2003-08-25,12.17,29.64
BRINJALS,2003-09-01,19.63,47.17
CABBAGE,2003-09-01,9.0,36.76
CARROT,2003-09-01,22.04,43.51
LEEKS,2003-09-01,32.59,50.61
PUMPKIN,2003-09-01,11.25,27.31
SNAKE GOURD,2003-09-01,12.17,29.64
BRINJALS,2003-09-08,19.67,48.08
CABBAGE,2003-09-08,9.98,36.45
CARROT,2003-09-08,20.75,43.95
LEEKS,2003-09-08,32.65,49.03
PUMPKIN,2003-09-08,13.09,28.6
SNAKE GOURD,2003-09-08,13.5,32.98
BRINJALS,2003-09-15,16.67,45.17
CABBAGE,2003-09-15,8.55,32.73
CARROT,2003-09-15,19.05,42.36
LEEKS,2003-09-15,30.56,48.05
PUMPKIN,2003-09-15,12.39,27.4
SNAKE GOURD,2003-09-15,10.11,30.31
BRINJALS,2003-09-22,17.84,46.33
CABBAGE,2003-09-22,8.75,35.17
CARROT,2003-09-22,17.71,42.12
LEEKS,2003-09-22,29.17,47.9
PUMPKIN,2003-09-22,12.88,26.95
SNAKE GOURD,2003-09-22,9.0,31.54
BRINJALS,2003-09-29,20.56,42.41
CABBAGE,2003-09-29,8.0,31.61
CARROT,2003-09-29,17.56,38.76
LEEKS,2003-09-29,28.45,47.88
PUMPKIN,2003-09-29,13.05,27.53
SNAKE GOURD,2003-09-29,10.78,30.78
BRINJALS,2003-10-06,18.0,43.09
CABBAGE,2003-10-06,10.06,37.05
CARROT,2003-10-06,20.06,40.31
LEEKS,2003-10-06,30.94,48.71
PUMPKIN,2003-10-06,12.69,29.78
SNAKE GOURD,2003-10-06,16.64,33.76
BRINJALS,2003-10-13,21.0,46.44
CABBAGE,2003-10-13,11.67,37.32
CARROT,2003-10-13,26.09,42.76
LEEKS,2003-10-13,28.08,47.92
PUMPKIN,2003-10-13,11.84,30.51
SNAKE GOURD,2003-10-13,13.75,33.21
BRINJALS,2003-10-20,21.92,53.31
CABBAGE,2003-10-20,16.15,43.13
CARROT,2003-10-20,27.09,48.72
LEEKS,2003-10-20,33.92,58.81
PUMPKIN,2003-10-20,13.09,36.47
SNAKE GOURD,2003-10-20,15.84,38.23
BRINJALS,2003-10-27,19.71,43.06
CABBAGE,2003-10-27,12.0,37.0
CARROT,2003-10-27,24.78,44.72
LEEKS,2003-10-27,28.22,48.31
PUMPKIN,2003-10-27,14.05,31.2
SNAKE GOURD,2003-10-27,15.72,34.56
BRINJALS,2003-11-03,15.28,41.89
CABBAGE,2003-11-03,8.44,35.19
CARROT,2003-11-03,24.33,44.08
LEEKS,2003-11-03,32.17,47.79
PUMPKIN,2003-11-03,15.0,30.09
SNAKE GOURD,2003-11-03,18.61,34.47
BRINJALS,2003-11-10,18.0,40.85
CABBAGE,2003-11-10,9.6,34.83
CARROT,2003-11-10,26.6,45.37
LEEKS,2003-11-10,27.4,52.67
PUMPKIN,2003-11-10,14.67,31.94
SNAKE GOURD,2003-11-10,16.2,33.71
BRINJALS,2003-11-17,18.09,54.6
CABBAGE,2003-11-17,10.17,34.64
CARROT,2003-11-17,23.08,50.97
LEEKS,2003-11-17,23.25,51.9
PUMPKIN,2003-11-17,17.84,35.11
SNAKE GOURD,2003-11-17,14.82,35.74
BRINJALS,2003-11-24,23.33,54.29
CABBAGE,2003-11-24,10.59,38.02
CARROT,2003-11-24,36.45,55.52
LEEKS,2003-11-24,28.75,55.82
PUMPKIN,2003-11-24,22.25,36.04
SNAKE GOURD,2003-11-24,16.67,38.89
BRINJALS,2003-12-01,30.0,57.79
CABBAGE,2003-12-01,12.34,38.67
CARROT,2003-12-01,43.64,66.33
LEEKS,2003-12-01,28.55,55.94
PUMPKIN,2003-12-01,23.46,37.12
SNAKE GOURD,2003-12-01,17.09,41.0
BRINJALS,2003-12-08,33.42,58.62
CABBAGE,2003-12-08,16.0,43.6
CARROT,2003-12-08,40.0,68.39
LEEKS,2003-12-08,28.59,56.31
PUMPKIN,2003-12-08,21.34,37.87
SNAKE GOURD,2003-12-08,19.0,40.3
BRINJALS,2003-12-15,23.25,60.33
CABBAGE,2003-12-15,13.54,42.74
CARROT,2003-12-15,40.0,64.0
LEEKS,2003-12-15,29.92,54.04
PUMPKIN,2003-12-15,13.59,37.48
SNAKE GOURD,2003-12-15,16.17,37.44
BRINJALS,2003-12-22,25.75,54.5
CABBAGE,2003-12-22,17.25,41.74
CARROT,2003-12-22,45.83,61.91
LEEKS,2003-12-22,36.22,54.6
PUMPKIN,2003-12-22,13.05,32.3
SNAKE GOURD,2003-12-22,14.61,37.55
BRINJALS,2003-12-29,19.25,43.6
CABBAGE,2003-12-29,19.5,42.76
CARROT,2003-12-29,37.5,58.05
LEEKS,2003-12-29,35.0,53.71
PUMPKIN,2003-12-29,13.0,29.64
SNAKE GOURD,2003-12-29,14.0,35.53
BRINJALS,2004-01-05,12.18,38.16
CABBAGE,2004-01-05,16.5,43.39
CARROT,2004-01-05,32.5,56.35
LEEKS,2004-01-05,30.0,58.76
PUMPKIN,2004-01-05,11.17,28.6
